Premise,Implied,Support,Pset,Cset
Versioning & References; Risk Taxonomy / Terminology & References; Documentation Quality,Detailed Findings; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Recommendations / Remediation Guidance; Scope; Severity Model / Risk Classification; Status of Findings / Verification; System/Protocol Overview; Testing / Coverage Quality; Tools & Automation,1,"frozenset({'Documentation Quality', 'Versioning & References', 'Risk Taxonomy / Terminology & References'})","frozenset({'Recommendations / Remediation Guidance', 'Tools & Automation', 'Severity Model / Risk Classification', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'System/Protocol Overview', 'Limitations / Disclaimers / Non-Goals', 'Scope', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Scope; Privileged Roles & Centralisation Risks; Timeline / Engagement Details,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Recommendations / Remediation Guidance; Risk Taxonomy / Terminology & References; Severity Model / Risk Classification; Status of Findings / Verification; Testing / Coverage Quality; Tools & Automation; Upgradeability / Governance Controls,1,"frozenset({'Privileged Roles & Centralisation Risks', 'Timeline / Engagement Details', 'Scope'})","frozenset({'Recommendations / Remediation Guidance', 'Tools & Automation', 'Severity Model / Risk Classification', 'Documentation Quality', 'Detailed Findings', 'Upgradeability / Governance Controls', 'Methodology / Procedure', 'Executive Summary', 'Risk Taxonomy / Terminology & References', 'Limitations / Disclaimers / Non-Goals', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
System/Protocol Overview; Versioning & References; Methodology / Procedure,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Recommendations / Remediation Guidance; Risk Taxonomy / Terminology & References; Scope; Severity Model / Risk Classification; Status of Findings / Verification; Testing / Coverage Quality; Tools & Automation,1,"frozenset({'Versioning & References', 'Methodology / Procedure', 'System/Protocol Overview'})","frozenset({'Recommendations / Remediation Guidance', 'Tools & Automation', 'Severity Model / Risk Classification', 'Documentation Quality', 'Detailed Findings', 'Executive Summary', 'Risk Taxonomy / Terminology & References', 'Limitations / Disclaimers / Non-Goals', 'Scope', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Scope; Risk Taxonomy / Terminology & References; Upgradeability / Governance Controls,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Privileged Roles & Centralisation Risks; Recommendations / Remediation Guidance; Severity Model / Risk Classification; Status of Findings / Verification; Testing / Coverage Quality; Timeline / Engagement Details; Tools & Automation,1,"frozenset({'Upgradeability / Governance Controls', 'Scope', 'Risk Taxonomy / Terminology & References'})","frozenset({'Privileged Roles & Centralisation Risks', 'Recommendations / Remediation Guidance', 'Tools & Automation', 'Severity Model / Risk Classification', 'Timeline / Engagement Details', 'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'Limitations / Disclaimers / Non-Goals', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Versioning & References; Risk Taxonomy / Terminology & References; Limitations / Disclaimers / Non-Goals,Detailed Findings; Documentation Quality; Executive Summary; Methodology / Procedure; Recommendations / Remediation Guidance; Scope; Severity Model / Risk Classification; Status of Findings / Verification; System/Protocol Overview; Testing / Coverage Quality; Tools & Automation,1,"frozenset({'Limitations / Disclaimers / Non-Goals', 'Versioning & References', 'Risk Taxonomy / Terminology & References'})","frozenset({'Recommendations / Remediation Guidance', 'Tools & Automation', 'Severity Model / Risk Classification', 'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'System/Protocol Overview', 'Scope', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Severity Model / Risk Classification; Threat / Trust Model; Upgradeability / Governance Controls,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Scope; Status of Findings / Verification; Testing / Coverage Quality; Tools & Automation,1,"frozenset({'Upgradeability / Governance Controls', 'Severity Model / Risk Classification', 'Threat / Trust Model'})","frozenset({'Tools & Automation', 'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'Limitations / Disclaimers / Non-Goals', 'Scope', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Severity Model / Risk Classification; Threat / Trust Model; Privileged Roles & Centralisation Risks,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Recommendations / Remediation Guidance; Scope; Status of Findings / Verification; System/Protocol Overview; Testing / Coverage Quality; Tools & Automation,1,"frozenset({'Privileged Roles & Centralisation Risks', 'Severity Model / Risk Classification', 'Threat / Trust Model'})","frozenset({'Recommendations / Remediation Guidance', 'Tools & Automation', 'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'System/Protocol Overview', 'Limitations / Disclaimers / Non-Goals', 'Scope', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
System/Protocol Overview; Versioning & References; Risk Taxonomy / Terminology & References,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Recommendations / Remediation Guidance; Scope; Severity Model / Risk Classification; Status of Findings / Verification; Testing / Coverage Quality; Tools & Automation,1,"frozenset({'Risk Taxonomy / Terminology & References', 'Versioning & References', 'System/Protocol Overview'})","frozenset({'Recommendations / Remediation Guidance', 'Tools & Automation', 'Severity Model / Risk Classification', 'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'Limitations / Disclaimers / Non-Goals', 'Scope', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Severity Model / Risk Classification; Risk Taxonomy / Terminology & References; Upgradeability / Governance Controls,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Privileged Roles & Centralisation Risks; Recommendations / Remediation Guidance; Scope; Status of Findings / Verification; Testing / Coverage Quality; Timeline / Engagement Details; Tools & Automation,1,"frozenset({'Upgradeability / Governance Controls', 'Severity Model / Risk Classification', 'Risk Taxonomy / Terminology & References'})","frozenset({'Privileged Roles & Centralisation Risks', 'Recommendations / Remediation Guidance', 'Tools & Automation', 'Timeline / Engagement Details', 'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'Limitations / Disclaimers / Non-Goals', 'Scope', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Versioning & References; Documentation Quality; Limitations / Disclaimers / Non-Goals,Detailed Findings; Executive Summary; Methodology / Procedure; Recommendations / Remediation Guidance; Risk Taxonomy / Terminology & References; Scope; Severity Model / Risk Classification; Status of Findings / Verification; System/Protocol Overview; Testing / Coverage Quality; Tools & Automation,1,"frozenset({'Documentation Quality', 'Limitations / Disclaimers / Non-Goals', 'Versioning & References'})","frozenset({'Executive Summary', 'Recommendations / Remediation Guidance', 'Tools & Automation', 'Severity Model / Risk Classification', 'Detailed Findings', 'Methodology / Procedure', 'Risk Taxonomy / Terminology & References', 'System/Protocol Overview', 'Scope', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Scope; Threat / Trust Model; Privileged Roles & Centralisation Risks,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Recommendations / Remediation Guidance; Severity Model / Risk Classification; Status of Findings / Verification; System/Protocol Overview; Testing / Coverage Quality; Tools & Automation,1,"frozenset({'Threat / Trust Model', 'Scope', 'Privileged Roles & Centralisation Risks'})","frozenset({'Recommendations / Remediation Guidance', 'Tools & Automation', 'Severity Model / Risk Classification', 'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'System/Protocol Overview', 'Limitations / Disclaimers / Non-Goals', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Scope; Versioning & References; Limitations / Disclaimers / Non-Goals,Detailed Findings; Documentation Quality; Executive Summary; Methodology / Procedure; Recommendations / Remediation Guidance; Risk Taxonomy / Terminology & References; Severity Model / Risk Classification; Status of Findings / Verification; System/Protocol Overview; Testing / Coverage Quality; Tools & Automation,1,"frozenset({'Versioning & References', 'Limitations / Disclaimers / Non-Goals', 'Scope'})","frozenset({'Recommendations / Remediation Guidance', 'Tools & Automation', 'Severity Model / Risk Classification', 'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'System/Protocol Overview', 'Risk Taxonomy / Terminology & References', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
Findings Summary (Table); Detailed Findings; Upgradeability / Governance Controls,Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Recommendations / Remediation Guidance; Scope; Status of Findings / Verification; Testing / Coverage Quality; Tools & Automation,1,"frozenset({'Upgradeability / Governance Controls', 'Detailed Findings', 'Findings Summary (Table)'})","frozenset({'Recommendations / Remediation Guidance', 'Tools & Automation', 'Documentation Quality', 'Methodology / Procedure', 'Executive Summary', 'Limitations / Disclaimers / Non-Goals', 'Scope', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
System/Protocol Overview; Severity Model / Risk Classification; Timeline / Engagement Details,Detailed Findings; Documentation Quality; Executive Summary; Limitations / Disclaimers / Non-Goals; Methodology / Procedure; Recommendations / Remediation Guidance; Risk Taxonomy / Terminology & References; Scope; Status of Findings / Verification; Testing / Coverage Quality; Tools & Automation,1,"frozenset({'Timeline / Engagement Details', 'Severity Model / Risk Classification', 'System/Protocol Overview'})","frozenset({'Recommendations / Remediation Guidance', 'Tools & Automation', 'Documentation Quality', 'Detailed Findings', 'Methodology / Procedure', 'Executive Summary', 'Risk Taxonomy / Terminology & References', 'Limitations / Disclaimers / Non-Goals', 'Scope', 'Testing / Coverage Quality', 'Status of Findings / Verification'})"
